# SAXS profile: number of points = 505, q_min = 0.01125, q_max = 0.31771, delta_q = 0.000608055555555556
# offset = 0.00000000000000, scaling c = 1.88611609675033e-05, Chi = 1.23085176944733
#  q       exp_intensity   model_intensity
0.12254    16.71220000     16.85219041    
0.12314    16.58070000     16.50756823    
0.12375    16.25740000     16.17701261    
0.12436    15.85000000     15.85768575    
0.12497    15.55800000     15.54743027    
0.12558    15.08130000     15.25707853    
0.12618    14.90880000     14.97985767    
0.12679    14.58040000     14.70985043    
0.12740    14.50950000     14.45175378    
0.12801    14.19190000     14.20018898    
0.12862    13.90730000     13.96691381    
0.12923    13.42420000     13.73799303    
0.12983    13.58890000     13.52248037    
0.13044    13.05210000     13.31387765    
0.13105    13.22560000     13.11044451    
0.13166    12.70590000     12.92091600    
0.13226    12.45320000     12.73840547    
0.13287    12.72800000     12.55997502    
0.13348    12.51870000     12.39062268    
0.13409    12.37230000     12.22666511    
0.13470    12.16580000     12.07033943    
0.13531    12.01110000     11.91896343    
0.13591    11.74230000     11.77478049    
0.13652    11.66460000     11.63706922    
0.13713    11.58850000     11.50107303    
0.13774    11.46100000     11.37146792    
0.13835    11.26760000     11.24737509    
0.13895    11.16340000     11.12717222    
0.13956    11.13670000     11.01113378    
0.14017    10.89570000     10.89734018    
0.14078    10.67330000     10.78914656    
0.14139    10.76530000     10.68323260    
0.14200    10.60230000     10.57929709    
0.14260    10.47790000     10.48187562    
0.14321    10.41540000     10.38552299    
0.14382    10.29310000     10.29089360    
0.14443    10.27030000     10.19908189    
0.14503    10.06550000     10.11011209    
0.14564    9.93929000      10.02419675    
0.14625    10.02080000     9.93842451     
0.14686    9.93705000      9.85449420     
0.14747    9.75669000      9.77380829     
0.14808    9.76724000      9.69297668     
0.14868    9.57309000      9.61554832     
0.14929    9.63299000      9.53789353     
0.14990    9.40764000      9.46246849     
0.15051    9.39773000      9.38757924     
0.15112    9.22585000      9.31335992     
0.15172    9.06295000      9.24280195     
0.15233    9.02589000      9.17078319     
0.15294    9.12968000      9.09940623     
0.15355    8.88691000      9.02921686     
0.15416    8.96343000      8.96045721     
0.15476    8.91044000      8.89270171     
0.15537    8.78733000      8.82441708     
0.15598    8.70767000      8.75748348     
0.15659    8.79918000      8.69051581     
0.15720    8.46766000      8.62381195     
0.15781    8.53224000      8.55758379     
0.15841    8.47157000      8.49387615     
0.15902    8.32373000      8.42842571     
0.15963    8.28300000      8.36356830     
0.16024    8.18718000      8.29987143     
0.16084    8.21341000      8.23672631     
0.16145    7.96111000      8.17287252     
0.16206    8.13686000      8.11005703     
0.16267    7.89848000      8.04678611     
0.16328    8.01300000      7.98376274     
0.16389    7.80197000      7.92103110     
0.16449    7.91662000      7.86047153     
0.16510    7.69568000      7.79819951     
0.16571    7.75874000      7.73634792     
0.16632    7.60232000      7.67548068     
0.16693    7.63593000      7.61396007     
0.16753    7.58510000      7.55380232     
0.16814    7.54301000      7.49358663     
0.16875    7.49873000      7.43298016     
0.16936    7.35589000      7.37258648     
0.16997    7.47154000      7.31309230     
0.17057    7.29795000      7.25421153     
0.17118    7.29230000      7.19451457     
0.17179    7.06499000      7.13588352     
0.17240    7.12406000      7.07682173     
0.17301    6.98761000      7.01792518     
0.17361    6.95028000      6.96118434     
0.17422    6.94719000      6.90295460     
0.17483    6.70725000      6.84503667     
0.17544    6.78359000      6.78743384     
0.17605    6.57342000      6.73065644     
0.17666    6.57105000      6.67375059     
0.17726    6.61727000      6.61800610     
0.17787    6.42567000      6.56227451     
0.17848    6.36786000      6.50638080     
0.17909    6.58921000      6.45070364     
0.17969    6.43457000      6.39703719     
0.18030    6.44380000      6.34220381     
0.18091    6.41343000      6.28774168     
0.18152    6.37594000      6.23424916     
0.18213    6.24523000      6.18038936     
0.18274    6.03834000      6.12770192     
0.18334    6.14566000      6.07568393     
0.18395    6.01418000      6.02308912     
0.18456    5.97218000      5.97171414     
0.18517    5.88562000      5.92003628     
0.18578    5.89112000      5.86886003     
0.18638    5.93436000      5.81954118     
0.18699    5.69637000      5.76914813     
0.18760    5.79755000      5.71945840     
0.18821    5.65687000      5.67059754     
0.18882    5.57567000      5.62182354     
0.18942    5.62440000      5.57429736     
0.19003    5.66884000      5.52670779     
0.19064    5.60084000      5.47962682     
0.19125    5.57641000      5.43282371     
0.19186    5.53268000      5.38688163     
0.19246    5.52059000      5.34198879     
0.19307    5.40808000      5.29711670     
0.19368    5.40933000      5.25248869     
0.19429    5.26087000      5.20831056     
0.19490    5.30166000      5.16505670     
0.19551    5.12842000      5.12212439     
0.19611    5.14933000      5.08021448     
0.19672    4.94100000      5.03879793     
0.19733    4.97728000      4.99744564     
0.19794    5.05528000      4.95650029     
0.19854    5.05666000      4.91752066     
0.19915    4.95994000      4.87780696     
0.19976    4.98158000      4.83913954     
0.20037    4.89760000      4.80069098     
0.20098    4.76067000      4.76263450     
0.20158    4.76486000      4.72645829     
0.20219    4.70182000      4.68965474     
0.20280    4.67295000      4.65354159     
0.20341    4.68562000      4.61839967     
0.20402    4.50958000      4.58324071     
0.20463    4.45038000      4.54936149     
0.20523    4.40207000      4.51603869     
0.20584    4.45552000      4.48271391     
0.20645    4.49681000      4.45044043     
0.20706    4.34710000      4.41818427     
0.20767    4.38286000      4.38704310     
0.20827    4.22445000      4.35655688     
0.20888    4.30739000      4.32613039     
0.20949    4.35895000      4.29661912     
0.21010    4.21868000      4.26710731     
0.21071    4.22871000      4.23868797     
0.21131    4.21718000      4.21085340     
0.21192    4.17406000      4.18294758     
0.21253    4.02412000      4.15604537     
0.21314    4.04109000      4.12915548     
0.21375    4.04026000      4.10290778     
0.21435    4.02982000      4.07784344     
0.21496    3.78282000      4.05242758     
0.21557    3.90134000      4.02790391     
0.21618    3.84920000      4.00337284     
0.21679    3.98259000      3.97962375     
0.21739    3.98132000      3.95645839     
0.21800    3.87935000      3.93315588     
0.21861    3.93177000      3.91071016     
0.21922    3.75994000      3.88823810     
0.21983    3.78985000      3.86642191     
0.22043    3.68766000      3.84514928     
0.22104    3.76163000      3.82373310     
0.22165    3.71638000      3.80308494     
0.22226    3.70642000      3.78238917     
0.22287    3.79235000      3.76219259     
0.22347    3.70440000      3.74245481     
0.22408    3.64620000      3.72255953     
0.22469    3.60650000      3.70335506     
0.22530    3.68761000      3.68407412     
0.22591    3.81423000      3.66518279     
0.22651    3.59237000      3.64673866     
0.22712    3.62981000      3.62833867     
0.22773    3.59260000      3.60997304     
0.22834    3.57175000      3.59175838     
0.22895    3.50814000      3.57388327     
0.22956    3.50841000      3.55609893     
0.23016    3.49612000      3.53890339     
0.23077    3.38861000      3.52135749     
0.23138    3.55486000      3.50415408     
0.23199    3.52539000      3.48681490     
0.23259    3.57506000      3.46995801     
0.23320    3.51905000      3.45309715     
0.23381    3.49516000      3.43615398     
0.23442    3.44755000      3.41946931     
0.23503    3.40159000      3.40260798     
0.23564    3.42672000      3.38614375     
0.23624    3.26166000      3.36977714     
0.23685    3.31052000      3.35338838     
0.23746    3.34584000      3.33688978     
0.23807    3.22254000      3.32042629     
0.23867    3.39237000      3.30446778     
0.23928    3.21293000      3.28808163     
0.23989    3.27262000      3.27194601     
0.24050    3.17145000      3.25570507     
0.24111    3.11817000      3.23968971     
0.24172    3.18750000      3.22351669     
0.24232    3.12689000      3.20782236     
0.24293    3.14840000      3.19168291     
0.24354    3.17232000      3.17581251     
0.24415    3.12459000      3.15976019     
0.24476    3.19655000      3.14371678     
0.24536    3.08218000      3.12818895     
0.24597    3.12792000      3.11225075     
0.24658    3.07844000      3.09656629     
0.24719    3.24742000      3.08072347     
0.24779    3.22017000      3.06539011     
0.24840    3.16654000      3.04964396     
0.24901    3.10404000      3.03410382     
0.24962    2.97693000      3.01849925     
0.25023    3.07159000      3.00309841     
0.25083    2.93315000      2.98780276     
0.25144    2.99026000      2.97258020     
0.25205    2.89712000      2.95723655     
0.25266    2.91077000      2.94195915     
0.25327    2.96433000      2.92694224     
0.25388    2.95527000      2.91184652     
0.25448    2.94703000      2.89727509     
0.25509    2.89710000      2.88233378     
0.25570    2.96684000      2.86773149     
0.25631    2.91083000      2.85303396     
0.25692    2.93036000      2.83858957     
0.25752    2.87566000      2.82442046     
0.25813    2.76617000      2.81025857     
0.25874    2.79828000      2.79606945     
0.25935    2.82765000      2.78219970     
0.25995    2.84174000      2.76849784     
0.26056    2.80187000      2.75490642     
0.26117    2.86105000      2.74125506     
0.26178    2.79588000      2.72801279     
0.26239    2.74122000      2.71470516     
0.26299    2.74273000      2.70183612     
0.26360    2.75204000      2.68893666     
0.26421    2.72173000      2.67629679     
0.26482    2.71693000      2.66367036     
0.26543    2.56211000      2.65140853     
0.26604    2.71672000      2.63909209     
0.26664    2.61794000      2.62743395     
0.26725    2.64554000      2.61555386     
0.26786    2.76167000      2.60402261     
0.26847    2.77615000      2.59254896     
0.26908    2.65932000      2.58134083     
0.26968    2.67379000      2.57047322     
0.27029    2.75600000      2.55971331     
0.27090    2.67738000      2.54895459     
0.27151    2.60681000      2.53868361     
0.27211    2.64451000      2.52855062     
0.27272    2.52788000      2.51863361     
0.27333    2.55485000      2.50871087     
0.27394    2.53303000      2.49905533     
0.27455    2.52038000      2.48964493     
0.27515    2.56469000      2.48063851     
0.27576    2.51846000      2.47152754     
0.27637    2.55881000      2.46279879     
0.27698    2.50866000      2.45408225     
0.27759    2.55636000      2.44580651     
0.27819    2.47924000      2.43763540     
0.27880    2.49691000      2.42967989     
0.27941    2.40721000      2.42182609     
0.28002    2.41574000      2.41423501     
0.28063    2.35884000      2.40691302     
0.28123    2.31205000      2.39971665     
0.28184    2.27241000      2.39276337     
0.28245    2.35742000      2.38587055     
0.28306    2.36114000      2.37921131     
0.28367    2.37872000      2.37271952     
0.28427    2.37957000      2.36660204     
0.28488    2.35864000      2.36041985     
0.28549    2.32439000      2.35458305     
0.28610    2.30666000      2.34871854     
0.28671    2.31127000      2.34322544     
0.28731    2.28678000      2.33785145     
0.28792    2.19354000      2.33266074     
0.28853    2.21504000      2.32757444     
0.28914    2.18468000      2.32270966     
0.28974    2.28596000      2.31813548     
0.29035    2.36704000      2.31351811     
0.29096    2.36626000      2.30913991     
0.29157    2.31771000      2.30489539     
0.29218    2.30971000      2.30085843     
0.29279    2.30518000      2.29686612     
0.29339    2.17394000      2.29320643     
0.29400    2.30664000      2.28944643     
0.29461    2.21877000      2.28610046     
0.29522    2.28717000      2.28270207     
0.29583    2.26723000      2.27953601     
0.29643    2.23722000      2.27659026     
0.29704    2.30043000      2.27356022     
0.29765    2.27259000      2.27087158     
0.29826    2.25197000      2.26816483     
0.29886    2.27121000      2.26574362     
0.29947    2.21901000      2.26330271     
0.30008    2.26095000      2.26104414     
0.30069    2.27879000      2.25886848     
0.30130    2.32967000      2.25689774     
0.30190    2.18080000      2.25505663     
0.30251    2.24839000      2.25323768     
0.30312    2.27229000      2.25159404     
0.30373    2.28685000      2.24997749     
0.30434    2.25032000      2.24855994     
0.30494    2.31700000      2.24712820     
0.30555    2.27017000      2.24591917     
0.30616    2.26479000      2.24477672     
0.30677    2.20178000      2.24367101     
0.30738    2.24270000      2.24272991     
0.30798    2.20508000      2.24173370     
0.30859    2.28239000      2.24099049     
0.30920    2.13413000      2.24028256     
0.30981    2.19187000      2.23953230     
0.31041    2.21023000      2.23900384     
0.31102    2.20902000      2.23840968     
0.31163    2.16352000      2.23797534     
0.31224    2.26521000      2.23747989     
0.31285    2.26695000      2.23715640     
0.31345    2.19150000      2.23688968     
0.31406    2.26368000      2.23653477     
0.31467    2.16857000      2.23632833     
0.31528    2.28138000      2.23604729     
0.31589    2.20144000      2.23590439     
0.31650    2.24491000      2.23580006     
0.31710    2.29168000      2.23559613     
0.31771    2.27646000      2.23545337     
