# SAXS profile: number of points = 505, q_min = 0.01125, q_max = 0.31771, delta_q = 0.000608055555555556
# offset = 0.00000000000000, scaling c = 1.89887869884560e-05, Chi = 1.54275238513947
#  q       exp_intensity   model_intensity
0.07450    139.56100000    139.48915782   
0.07510    137.40300000    136.22544884   
0.07571    132.98200000    132.98684339   
0.07632    130.63300000    129.79770613   
0.07693    126.76300000    126.65339943   
0.07754    124.35900000    123.59107493   
0.07814    120.77000000    120.61039716   
0.07875    118.40800000    117.66277098   
0.07936    114.61600000    114.75546595   
0.07997    112.16300000    111.88513349   
0.08058    109.25200000    109.09935125   
0.08118    107.11000000    106.38931412   
0.08179    103.21900000    103.69525364   
0.08240    101.63800000    101.05770449   
0.08301    98.35380000     98.46179887    
0.08362    95.74350000     95.93851673    
0.08422    93.33150000     93.48673535    
0.08483    91.17190000     91.04701067    
0.08544    88.71120000     88.66659046    
0.08605    87.01300000     86.31570910    
0.08666    84.20930000     84.04809749    
0.08727    81.62190000     81.80636166    
0.08787    79.58190000     79.64494747    
0.08848    77.23500000     77.50906005    
0.08909    75.84230000     75.40118686    
0.08970    72.73920000     73.35885887    
0.09031    71.30110000     71.36256052    
0.09091    68.64660000     69.42765840    
0.09152    66.82310000     67.52358464    
0.09213    65.02960000     65.64595108    
0.09274    63.14690000     63.82563347    
0.09335    61.74360000     62.04610309    
0.09395    59.65850000     60.33201835    
0.09456    58.66780000     58.64672324    
0.09517    56.50300000     56.98622363    
0.09578    54.83820000     55.37508300    
0.09639    53.11300000     53.80674952    
0.09699    51.40330000     52.29357221    
0.09760    50.29720000     50.81355735    
0.09821    48.42190000     49.35664241    
0.09882    47.48420000     47.94168491    
0.09943    46.03120000     46.57058416    
0.10004    44.78420000     45.22183098    
0.10064    43.29170000     43.95590513    
0.10125    42.48550000     42.68817760    
0.10186    41.10300000     41.45547210    
0.10247    40.15570000     40.26708590    
0.10308    38.62080000     39.09925705    
0.10368    37.64920000     38.00267752    
0.10429    36.69640000     36.90942923    
0.10490    35.78980000     35.84483459    
0.10551    34.77870000     34.82409854    
0.10612    33.99200000     33.82206270    
0.10673    32.71910000     32.86487105    
0.10733    31.74750000     31.94646730    
0.10794    31.12290000     31.03499804    
0.10855    30.11950000     30.16665210    
0.10916    29.49370000     29.31511852    
0.10977    28.61250000     28.50079417    
0.11037    28.10770000     27.72366333    
0.11098    27.11790000     26.95066509    
0.11159    26.33510000     26.21900552    
0.11220    25.55380000     25.50226331    
0.11281    25.02790000     24.81599034    
0.11341    24.06330000     24.16482067    
0.11402    23.65810000     23.51659130    
0.11463    23.04100000     22.90498061    
0.11524    22.22010000     22.31013111    
0.11585    21.59590000     21.73472339    
0.11646    21.19400000     21.18558232    
0.11706    20.29870000     20.65710302    
0.11767    20.01320000     20.14941300    
0.11828    19.53450000     19.65846071    
0.11889    19.34360000     19.18237081    
0.11950    18.84650000     18.73083671    
0.12010    18.19790000     18.29672755    
0.12071    17.98700000     17.88133982    
0.12132    17.27640000     17.47801508    
0.12193    17.34000000     17.08749270    
0.12254    16.71220000     16.71968653    
0.12314    16.58070000     16.36635193    
0.12375    16.25740000     16.02747358    
0.12436    15.85000000     15.70021957    
0.12497    15.55800000     15.38232755    
0.12558    15.08130000     15.08505748    
0.12618    14.90880000     14.80132001    
0.12679    14.58040000     14.52522231    
0.12740    14.50950000     14.26157935    
0.12801    14.19190000     14.00476797    
0.12862    13.90730000     13.76710445    
0.12923    13.42420000     13.53411037    
0.12983    13.58890000     13.31512944    
0.13044    13.05210000     13.10364517    
0.13105    13.22560000     12.89913727    
0.13166    12.70590000     12.70641303    
0.13226    12.45320000     12.52259427    
0.13287    12.72800000     12.34335119    
0.13348    12.51870000     12.17531032    
0.13409    12.37230000     12.01019494    
0.13470    12.16580000     11.85487052    
0.13531    12.01110000     11.70494553    
0.13591    11.74230000     11.56395479    
0.13652    11.66460000     11.42754133    
0.13713    11.58850000     11.29447477    
0.13774    11.46100000     11.16846037    
0.13835    11.26760000     11.04843281    
0.13895    11.16340000     10.93255491    
0.13956    11.13670000     10.82160884    
0.14017    10.89570000     10.71316943    
0.14078    10.67330000     10.61086047    
0.14139    10.76530000     10.51124428    
0.14200    10.60230000     10.41384693    
0.14260    10.47790000     10.32345843    
0.14321    10.41540000     10.23445907    
0.14382    10.29310000     10.14752519    
0.14443    10.27030000     10.06375336    
0.14503    10.06550000     9.98400747     
0.14564    9.93929000      9.90555681     
0.14625    10.02080000     9.82852683     
0.14686    9.93705000      9.75354263     
0.14747    9.75669000      9.68203360     
0.14808    9.76724000      9.61044813     
0.14868    9.57309000      9.54228748     
0.14929    9.63299000      9.47411372     
0.14990    9.40764000      9.40825877     
0.15051    9.39773000      9.34296183     
0.15112    9.22585000      9.27833878     
0.15172    9.06295000      9.21722632     
0.15233    9.02589000      9.15473233     
0.15294    9.12968000      9.09283589     
0.15355    8.88691000      9.03197723     
0.15416    8.96343000      8.97250123     
0.15476    8.91044000      8.91367952     
0.15537    8.78733000      8.85429463     
0.15598    8.70767000      8.79617484     
0.15659    8.79918000      8.73764020     
0.15720    8.46766000      8.67922073     
0.15781    8.53224000      8.62195967     
0.15841    8.47157000      8.56487951     
0.15902    8.32373000      8.50694431     
0.15963    8.28300000      8.44909796     
0.16024    8.18718000      8.39223115     
0.16084    8.21341000      8.33543651     
0.16145    7.96111000      8.27759502     
0.16206    8.13686000      8.22061115     
0.16267    7.89848000      8.16256749     
0.16328    8.01300000      8.10447228     
0.16389    7.80197000      8.04719866     
0.16449    7.91662000      7.98975646     
0.16510    7.69568000      7.93127555     
0.16571    7.75874000      7.87264861     
0.16632    7.60232000      7.81468206     
0.16693    7.63593000      7.75569116     
0.16753    7.58510000      7.69742281     
0.16814    7.54301000      7.63893118     
0.16875    7.49873000      7.57948102     
0.16936    7.35589000      7.51984688     
0.16997    7.47154000      7.46087680     
0.17057    7.29795000      7.40185713     
0.17118    7.29230000      7.34179918     
0.17179    7.06499000      7.28239957     
0.17240    7.12406000      7.22212868     
0.17301    6.98761000      7.16180299     
0.17361    6.95028000      7.10314069     
0.17422    6.94719000      7.04272143     
0.17483    6.70725000      6.98226447     
0.17544    6.78359000      6.92245703     
0.17605    6.57342000      6.86193095     
0.17666    6.57105000      6.80151749     
0.17726    6.61727000      6.74282272     
0.17787    6.42567000      6.68251179     
0.17848    6.36786000      6.62239149     
0.17909    6.58921000      6.56301209     
0.17969    6.43457000      6.50416147     
0.18030    6.44380000      6.44455162     
0.18091    6.41343000      6.38579641     
0.18152    6.37594000      6.32658768     
0.18213    6.24523000      6.26753432     
0.18274    6.03834000      6.20953390     
0.18334    6.14566000      6.15218583     
0.18395    6.01418000      6.09411179     
0.18456    5.97218000      6.03719867     
0.18517    5.88562000      5.97993765     
0.18578    5.89112000      5.92314406     
0.18638    5.93436000      5.86831946     
0.18699    5.69637000      5.81230614     
0.18760    5.79755000      5.75703381     
0.18821    5.65687000      5.70263677     
0.18882    5.57567000      5.64836049     
0.18942    5.62440000      5.59549984     
0.19003    5.66884000      5.54254350     
0.19064    5.60084000      5.49022153     
0.19125    5.57641000      5.43873289     
0.19186    5.53268000      5.38726137     
0.19246    5.52059000      5.33754512     
0.19307    5.40808000      5.28785549     
0.19368    5.40933000      5.23860432     
0.19429    5.26087000      5.18992421     
0.19490    5.30166000      5.14231154     
0.19551    5.12842000      5.09523704     
0.19611    5.14933000      5.04934735     
0.19672    4.94100000      5.00412224     
0.19733    4.97728000      4.95911522     
0.19794    5.05528000      4.91505633     
0.19854    5.05666000      4.87249003     
0.19915    4.95994000      4.82964061     
0.19976    4.98158000      4.78807699     
0.20037    4.89760000      4.74691476     
0.20098    4.76067000      4.70626664     
0.20158    4.76486000      4.66784491     
0.20219    4.70182000      4.62885995     
0.20280    4.67295000      4.59113287     
0.20341    4.68562000      4.55387317     
0.20402    4.50958000      4.51705963     
0.20463    4.45038000      4.48181304     
0.20523    4.40207000      4.44725010     
0.20584    4.45552000      4.41317202     
0.20645    4.49681000      4.37968917     
0.20706    4.34710000      4.34665088     
0.20767    4.38286000      4.31496807     
0.20827    4.22445000      4.28405671     
0.20888    4.30739000      4.25333455     
0.20949    4.35895000      4.22371746     
0.21010    4.21868000      4.19417957     
0.21071    4.22871000      4.16591979     
0.21131    4.21718000      4.13834335     
0.21192    4.17406000      4.11079823     
0.21253    4.02412000      4.08442133     
0.21314    4.04109000      4.05811741     
0.21375    4.04026000      4.03286476     
0.21435    4.02982000      4.00831639     
0.21496    3.78282000      3.98377187     
0.21557    3.90134000      3.96025004     
0.21618    3.84920000      3.93676328     
0.21679    3.98259000      3.91414844     
0.21739    3.98132000      3.89216295     
0.21800    3.87935000      3.87009676     
0.21861    3.93177000      3.84898492     
0.21922    3.75994000      3.82787059     
0.21983    3.78985000      3.80746455     
0.22043    3.68766000      3.78762089     
0.22104    3.76163000      3.76792592     
0.22165    3.71638000      3.74856123     
0.22226    3.70642000      3.72940886     
0.22287    3.79235000      3.71078415     
0.22347    3.70440000      3.69261003     
0.22408    3.64620000      3.67455161     
0.22469    3.60650000      3.65673134     
0.22530    3.68761000      3.63907549     
0.22591    3.81423000      3.62182250     
0.22651    3.59237000      3.60498770     
0.22712    3.62981000      3.58822944     
0.22773    3.59260000      3.57149839     
0.22834    3.57175000      3.55514263     
0.22895    3.50814000      3.53867647     
0.22956    3.50841000      3.52251024     
0.23016    3.49612000      3.50690661     
0.23077    3.38861000      3.49096104     
0.23138    3.55486000      3.47535133     
0.23199    3.52539000      3.45959242     
0.23259    3.57506000      3.44448560     
0.23320    3.51905000      3.42896270     
0.23381    3.49516000      3.41376823     
0.23442    3.44755000      3.39838858     
0.23503    3.40159000      3.38303151     
0.23564    3.42672000      3.36804918     
0.23624    3.26166000      3.35312319     
0.23685    3.31052000      3.33818789     
0.23746    3.34584000      3.32311300     
0.23807    3.22254000      3.30826994     
0.23867    3.39237000      3.29347469     
0.23928    3.21293000      3.27866695     
0.23989    3.27262000      3.26368603     
0.24050    3.17145000      3.24877223     
0.24111    3.11817000      3.23407783     
0.24172    3.18750000      3.21919546     
0.24232    3.12689000      3.20475898     
0.24293    3.14840000      3.18987798     
0.24354    3.17232000      3.17524153     
0.24415    3.12459000      3.16040618     
0.24476    3.19655000      3.14575062     
0.24536    3.08218000      3.13118420     
0.24597    3.12792000      3.11659841     
0.24658    3.07844000      3.10185009     
0.24719    3.24742000      3.08712104     
0.24779    3.22017000      3.07286345     
0.24840    3.16654000      3.05818284     
0.24901    3.10404000      3.04369915     
0.24962    2.97693000      3.02911280     
0.25023    3.07159000      3.01471922     
0.25083    2.93315000      3.00038672     
0.25144    2.99026000      2.98612026     
0.25205    2.89712000      2.97171540     
0.25266    2.91077000      2.95752212     
0.25327    2.96433000      2.94320709     
0.25388    2.95527000      2.92915221     
0.25448    2.94703000      2.91521545     
0.25509    2.89710000      2.90126441     
0.25570    2.96684000      2.88725623     
0.25631    2.91083000      2.87348592     
0.25692    2.93036000      2.85959524     
0.25752    2.87566000      2.84627839     
0.25813    2.76617000      2.83261614     
0.25874    2.79828000      2.81905784     
0.25935    2.82765000      2.80579466     
0.25995    2.84174000      2.79266802     
0.26056    2.80187000      2.77961586     
0.26117    2.86105000      2.76648368     
0.26178    2.79588000      2.75372660     
0.26239    2.74122000      2.74086890     
0.26299    2.74273000      2.72842547     
0.26360    2.75204000      2.71590435     
0.26421    2.72173000      2.70362537     
0.26482    2.71693000      2.69132385     
0.26543    2.56211000      2.67935143     
0.26604    2.71672000      2.66730395     
0.26664    2.61794000      2.65586156     
0.26725    2.64554000      2.64417833     
0.26786    2.76167000      2.63281471     
0.26847    2.77615000      2.62146682     
0.26908    2.65932000      2.61036701     
0.26968    2.67379000      2.59956269     
0.27029    2.75600000      2.58884352     
0.27090    2.67738000      2.57809734     
0.27151    2.60681000      2.56780040     
0.27211    2.64451000      2.55762465     
0.27272    2.52788000      2.54762603     
0.27333    2.55485000      2.53774479     
0.27394    2.53303000      2.52781733     
0.27455    2.52038000      2.51838644     
0.27515    2.56469000      2.50905700     
0.27576    2.51846000      2.49988076     
0.27637    2.55881000      2.49077754     
0.27698    2.50866000      2.48195711     
0.27759    2.55636000      2.47326112     
0.27819    2.47924000      2.46494380     
0.27880    2.49691000      2.45653525     
0.27941    2.40721000      2.44848747     
0.28002    2.41574000      2.44041859     
0.28063    2.35884000      2.43273278     
0.28123    2.31205000      2.42516928     
0.28184    2.27241000      2.41782914     
0.28245    2.35742000      2.41053802     
0.28306    2.36114000      2.40347552     
0.28367    2.37872000      2.39656527     
0.28427    2.37957000      2.39003260     
0.28488    2.35864000      2.38342274     
0.28549    2.32439000      2.37715314     
0.28610    2.30666000      2.37098194     
0.28671    2.31127000      2.36492373     
0.28731    2.28678000      2.35924640     
0.28792    2.19354000      2.35349217     
0.28853    2.21504000      2.34809682     
0.28914    2.18468000      2.34267711     
0.28974    2.28596000      2.33768531     
0.29035    2.36704000      2.33264877     
0.29096    2.36626000      2.32785575     
0.29157    2.31771000      2.32321019     
0.29218    2.30971000      2.31877823     
0.29279    2.30518000      2.31452167     
0.29339    2.17394000      2.31037827     
0.29400    2.30664000      2.30637218     
0.29461    2.21877000      2.30256519     
0.29522    2.28717000      2.29894938     
0.29583    2.26723000      2.29534980     
0.29643    2.23722000      2.29210916     
0.29704    2.30043000      2.28878850     
0.29765    2.27259000      2.28583798     
0.29826    2.25197000      2.28299446     
0.29886    2.27121000      2.28023007     
0.29947    2.21901000      2.27769321     
0.30008    2.26095000      2.27512498     
0.30069    2.27879000      2.27289042     
0.30130    2.32967000      2.27065504     
0.30190    2.18080000      2.26867876     
0.30251    2.24839000      2.26675157     
0.30312    2.27229000      2.26501069     
0.30373    2.28685000      2.26343099     
0.30434    2.25032000      2.26185230     
0.30494    2.31700000      2.26049280     
0.30555    2.27017000      2.25917080     
0.30616    2.26479000      2.25803424     
0.30677    2.20178000      2.25695893     
0.30738    2.24270000      2.25606717     
0.30798    2.20508000      2.25523807     
0.30859    2.28239000      2.25447969     
0.30920    2.13413000      2.25387351     
0.30981    2.19187000      2.25324693     
0.31041    2.21023000      2.25285714     
0.31102    2.20902000      2.25251817     
0.31163    2.16352000      2.25215806     
0.31224    2.26521000      2.25195546     
0.31285    2.26695000      2.25173201     
0.31345    2.19150000      2.25168204     
0.31406    2.26368000      2.25155662     
0.31467    2.16857000      2.25159870     
0.31528    2.28138000      2.25167785     
0.31589    2.20144000      2.25169974     
0.31650    2.24491000      2.25187676     
0.31710    2.29168000      2.25195671     
0.31771    2.27646000      2.25211422     
